Institute ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,PR,SS,FSR,FQE,FRU,PU,QP,IPR,FPPP,GPH,GUE,GMS,GPHD,RD,WD,ESCS,PCS
IR-E-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,59.29,16,64.38,57.82,74.3,47.23,30.48,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0575,Jadavpur University,Kolkata,West Bengal,59.23,17,53.73,62.04,76.45,40.45,51.61,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,58.7,18,68.13,54.04,74.66,45.17,25.98,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,57.76,19,73.38,38.12,74.21,57.81,36.91,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0436,Amrita School of Engineering,Amritapuri,Kerala,57.37,20,65.77,56.76,59,60.07,28.01,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,57.14,21,69.57,47.62,63.17,47.92,45.56,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,56.8,22,77.05,37.17,64.77,56.27,39.56,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0263,National Institute of Technology Calicut,Kozhikode,Kerala,56.56,23,71.05,31.3,78.29,63.87,38.04,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,56.15,24,83.76,34.55,55.15,57.9,38.26,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,55.95,25,79.11,30.54,70.31,59.24,30.75,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0064,Indian Institute of Technology Patna,Patna,Bihar,55.74,26,78.2,39.24,62.28,51.86,28.57,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,54.76,27,67.7,45.19,69.73,53.77,15.56,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0108,Jamia Millia Islamia,New Delhi,Delhi,54.58,28,63.16,48.11,71.43,58,11.13,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,54.45,29,65.95,47.65,65.69,54.82,17.42,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,54.39,30,61.95,34.87,77.36,56.26,42.47,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,54.17,31,70.38,36.8,67.11,64.7,21.26,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,53.09,32,71.22,50.11,51.01,56.94,8.05,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,53.01,33,78.65,24.02,62.88,62.97,33.32,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,52.38,34,74.73,29.41,68.18,64.26,10.7,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,52.25,35,71.41,41.69,59.89,54.4,8.95,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,51.99,36,63.36,31.12,73.21,53.07,36.91,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,51.79,37,73.13,33.81,64.89,56.6,10.7,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,51.42,38,70.07,34.81,58.75,51.57,30.48,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,51.39,39,70.58,45.83,56.57,40.89,10.7,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,51.19,40,63.85,41.64,61.65,54.75,17.42,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,50.95,41,61.27,41.96,63.57,61.06,11.55,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.07,42,66.08,25.8,65.8,75.7,17.79,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,49.45,43,53.01,36.66,73.92,52.91,24.77,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,49.26,44,66.01,31.1,63.81,53.47,20.25,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,49.06,45,70.32,24.86,54.6,62.23,33.57,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,48.66,46,61.63,35.41,62.3,51.68,19.21,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,48.39,47,54.76,36.98,64.42,50.22,29.68,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,48.24,48,59.71,30.56,69,50.72,22.89,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.21,49,69.35,19.73,52.14,48.69,51.77,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-41593,College of Engineering Pune,Pune,Maharashtra,46.79,50,61.94,21.89,67.56,51.85,29.4,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.77,51,59.06,31.77,64.14,64.2,2.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,46.45,52,66.18,25.99,59.76,58.66,9.84,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,46.13,53,67.71,26.19,56.17,59.29,8.05,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,45.59,54,57.49,31.2,62.46,55.13,9.84,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.37,55,66.34,30.98,53.14,49.19,6.18,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,45.03,56,55.18,29.8,67.58,41.15,18.86,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,44.97,57,71.72,29.24,40.88,53.9,11.13,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,44.7,58,70.69,28.57,44.25,54.5,6.18,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,43.74,59,65.53,13.98,62.74,55.31,18.15,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,43.71,60,68.66,18.42,54.26,62.06,5.21,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,43.69,61,66.27,20.64,54.64,59.35,7.59,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,43.55,62,59.63,17.63,63.93,57.99,17.79,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,43.13,63,64.43,32.96,44.38,47.56,2.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,43.11,64,59.67,18.32,59.11,51.54,27.44,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,42.17,65,52.55,28.36,64.27,47.33,3.2,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,Assam,41.92,66,64.22,6.8,58.52,52.43,36.68,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0092,National Institute of Technology Raipur,Raipur,Chhattisgarh,41.58,67,58.88,24.26,56.99,50.7,1.63,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0080,Punjab Engineering College (Deemed To Be University),Chandigarh,Chandigarh,41.43,68,55.66,14.2,64.1,56.64,19.9,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-24004,College of Engineering(A),Visakhapatnam,Andhra Pradesh,41.36,69,65.32,10.04,63.72,54.35,5.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-1269,R. V. College of Engineering,Bengaluru,Karnataka,41.02,70,63.06,13.29,59.79,48.3,13.2,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-33641,Veermata Jijabai Technological Institute,Mumbai,Maharashtra,40.58,71,57.29,11.04,68.16,52.93,11.55,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.44,72,40.82,43.55,51.63,40.27,7.59,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,40.35,73,62.07,11.92,55.53,52.58,17.79,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-45375,Indian Institute of Food Processing Technology (IIFPT),Thanjavur,Tamil Nadu,40.24,74,70.18,5.41,53.5,58.94,9.84,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,39.98,75,57.69,21.55,48.22,55.37,10.27,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,39.97,76,49.6,22.68,62.41,44.55,13.6,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,39.93,77,57.39,18.33,52.11,56.77,11.13,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,39.68,78,69.41,18.63,41.79,48,1.1,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0207,National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand,39.44,79,56.64,12.85,64.87,45.15,11.13,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.4,80,56.5,20.5,50.75,54.83,6.65,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0286,Indian Institute of Information Technology Design & Manufacturing Jabalpur,Jabalpur,Madhya Pradesh,39.29,81,45.42,30.89,59.4,43.47,1.63,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.24,82,63.11,11.35,54.41,45.37,14.79,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,38.83,83,62.69,4.26,63.05,48.54,12.79,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0747,Chandigarh University,Mohali,Punjab,38.82,84,64.38,4.74,51.98,74.73,2.16,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-43708,College of Engineering Trivandrum,Thiruvananthapuram,Kerala,38.68,85,59.37,10.39,55.58,49.98,16.31,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,38.61,86,46.4,32.31,49.33,47.61,3.71,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,38.44,87,58.12,15.2,48.55,65.11,2.16,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.43,88,60.88,4.28,65.2,53.66,4.72,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,38.32,89,58.7,12.89,48,58.38,14,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,38.24,90,64.87,6.88,45.81,48.63,26.86,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,38.23,91,60.33,13.44,54.58,50.17,1.63,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,38.21,92,52.49,16.6,59.09,43.42,13.2,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-30045,C.V. Raman Global University,Bhubaneswar,Odisha,37.94,93,59.49,5.07,58.7,57.65,10.7,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0733,PES University,Bengaluru,Karnataka,37.94,93,57.56,12.2,55.31,49.22,10.27,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,37.86,95,57.7,24.09,36.36,59.88,0.55,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,37.8,96,50.85,19.39,53.38,50.64,9.84,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-18154,University College of Engineering,Kakinada,Andhra Pradesh,37.77,97,58.25,10.41,59.54,50.97,1.63,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0189,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,37.73,98,45.32,22.62,60.94,45.84,5.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.71,99,54.62,3.35,65.4,66.06,6.18,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,37.6,100,45.99,17.51,62.35,53.2,7.59,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,37.52,101,49.72,18.31,52.51,47.18,18.86,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,37.51,102,61.29,7.89,52.51,53.47,8.95,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,37.41,103,42.8,15.69,68.87,44.19,16.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0382,Punjab Technical University,Kapurthala,Punjab,37.1,104,68.53,31,13.06,43.6,2.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,37.1,104,53.25,9.94,51.64,53.9,24.15,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,37.01,106,62.19,4.51,57.76,51.77,2.69,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,36.98,107,59.79,11.96,46.62,56.11,5.21,19.084,28.626,19.084,28.626,33.124,37.856,14.196,9.464,33.56,12.585,20.975,16.78,18.393,18.393,12.262,12.262
