Institute ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,PR,SS,FSR,FQE,FRU,PU,QP,IPR,FPPP,GPH,GUE,GMS,GPHD,RD,WD,ESCS,PCS
IR-E-U-0184,"Indian Institute of Technology, Mandi",Mandi,Himachal Pradesh,60.43,20,75.76,44.05,77.55,67.16,22.57,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0025,National Institute of Technology Warangal,Warangal,Telangana,60,21,73.99,45.7,75.12,54.91,35.77,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,59.16,22,81.06,38.78,68.75,63.67,30.87,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,Gujarat,58.27,23,80.19,39.08,64.63,60.47,35.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,58.02,24,61.21,59.2,67.16,61.76,22.89,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,57.73,25,69.95,62.18,55.67,57.33,12.19,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,57.51,26,59.53,57.45,73.54,60.95,16.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,57.48,27,75.94,40.02,68.72,69.54,19.95,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,57.18,28,59.52,56.97,71.19,54.56,25.33,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,56.9,29,60.84,46.29,78.27,54.2,36.91,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0395,Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,56.7,30,78.42,34.92,74.41,66.44,11.78,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0263,"National Institute of Technology, Calicut",Kozhikode,Kerala,56.66,31,67.13,36.3,76.86,63.72,38.88,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,56.62,32,66.38,48.85,75.64,53.15,16.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0064,"Indian Institute of Technology, Patna",Patna,Bihar,56.19,33,71.45,47.78,62.39,51.47,27.92,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,55.76,34,67.6,43.31,72.76,57.76,21.61,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0098,Delhi Technological University,New Delhi,Delhi,55.65,35,68.98,34.76,73.36,56.15,42.38,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,55.11,36,70.09,36.9,70,60.78,29.29,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,54.7,37,70.9,53.82,57.01,42.37,16.43,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0055,"National Institute of Technology, Silchar",Silchar,Assam,54.63,38,65.49,48,66.79,57.58,14.56,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,54.62,39,73.6,32.26,64.82,74.34,24.73,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",HOWRAH,West Bengal,54.57,40,60.11,48.02,67.41,48.26,38.23,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,53.36,41,70.01,40.17,67.29,55.94,12.59,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0356,Kalinga Institute of Industrial Technology,BHUBANESWAR,Odisha,53.06,42,70.27,35.74,58.52,76.97,18.58,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,52.37,43,75.78,25.35,62.6,61.97,33.15,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,51.93,44,70.08,44.8,52.73,56.18,12.99,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0747,Chandigarh University,Mohali,Punjab,51.73,45,75.92,24.84,52.44,79.48,30.61,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,51.69,46,62.59,46.35,62.2,55.14,10.53,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,51.17,47,59.01,37.99,75.22,52.15,18.23,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,50.5,48,63.78,37.31,63.41,52.63,22.25,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,50.2,49,72.06,40.88,52.12,52.48,6.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0172,National Institute of Technology Kurukshetra,Kurukshetra,Haryana,50.11,50,57.73,43.66,63.35,55.32,14.94,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,49.58,51,65.51,36.85,51.86,67.5,17.52,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0374,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Jalandhar,Punjab,49.45,52,68.14,31.7,59.18,63.99,12.59,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,49.33,53,66.55,34.54,56.6,50.59,26.21,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.56,54,64.87,37.36,46.78,63.38,21.93,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,48.33,55,67.36,33.36,49.48,62.47,19.61,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0844,"Indian Institute of Technology, Tirupati",YERPEDU,Andhra Pradesh,48.16,56,77.47,14.94,60.23,56.79,27.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,47.68,57,66.5,24.91,50.8,48.09,52.94,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,47.61,58,56.53,38.64,65.08,49.87,10.53,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,47,59,65.21,18.25,69.77,73.13,7,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0619,National Institute of Technology Meghalaya,Shillong,Meghalaya,46.67,60,66.65,27.9,57.7,62.99,4.63,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,46.43,61,65.4,27.84,48.09,62.24,26.21,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,46.41,62,49.16,38.57,63.99,51.02,21.93,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0072,"National Institute of Technology, Patna",Patna,Bihar,46.24,63,60.96,32.77,65.77,42.7,7,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,45.87,64,71.05,18.2,48.13,67.27,27.35,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0092,"National Institute of Technology, Raipur",Raipur,Chhattisgarh,45.71,65,55.62,34.76,61.22,56.62,7,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0197,National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,45.52,66,63.2,19.8,64.43,65.87,11.37,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1331,M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,45.17,67,66.1,19.82,61.92,55.17,14.94,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0878,Indian Institute of Technology Palakkad,Palakkad,Kerala,44.92,68,70.69,12.11,60.25,63.9,16.43,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0105,Indraprastha Institute of Information Technology Delhi,New Delhi,Delhi,44.79,69,50.13,34.83,69.3,42.55,11.78,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0284,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,44.63,70,54.91,30.47,62.3,59.06,6.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0297,Defence Institute of Advanced Technology,Pune,Maharashtra,44.62,71,62.13,36.01,53.95,41.33,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-41593,"College of Engineering, Pune",Pune,Maharashtra,44.38,72,62.33,17.1,65.13,51.65,23.51,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-36995,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,44.16,73,62.4,17.13,64.51,50.18,23.82,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,44.02,74,55.21,33.02,52.63,47.6,22.57,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0749,"Manipal University, Jaipur",Jaipur,Rajasthan,43.83,75,63.55,24.44,56.67,59.54,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0017,Jawaharlal Nehru Technological University,Hyderabad,Telangana,42.77,76,65.66,27.4,44.02,53.95,6.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-24004,AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,42.76,77,61.41,11.74,72.13,56.02,7.91,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,42.56,78,52.59,20.54,71.53,56.11,7,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-6379,Netaji Subhas University of Technology (NSUT),South West,Delhi,42.14,79,52.77,19.49,68.51,44.45,23.2,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0493,National Institute of Technology Agartala,Agratala,Tripura,41.92,80,56.59,25.45,54.18,59.63,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0221,International Institute of Information Technology Bangalore,Bengaluru,Karnataka,41.91,81,55.22,16.15,63.61,59.96,17.88,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0286,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,41.79,82,45.77,28.74,66.45,59.38,2.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1262,B.M.S. College of Engineering,Bengaluru,Karnataka,41.71,83,59.49,15.53,60.73,52.29,18.23,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0489,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,41.35,84,54.81,31.13,44.9,63.79,2.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-26794,Thiagarajar College of Engineering,Madurai,Tamil Nadu,41.1,85,51.93,19.32,59.66,48.59,29.29,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-45375,"National Institute of Food Technology, Entrepreneurship and Management - Thanjavur (NIFTEM - Thanjavur)",Thanjavur,Tamil Nadu,41.06,86,71.86,14.18,46.47,56.98,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0080,"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh,41.05,87,50.68,17.94,65.84,53.67,19.27,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0620,National Institute of Technology Goa,Ponda,Goa,40.78,88,54.95,22.51,54.51,58.12,8.36,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1269,R.V. College of Engineering,Bengaluru,Karnataka,40.73,89,61.27,16.36,55.3,50.75,12.99,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0207,"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,40.71,90,53.43,19.09,67.16,46.77,8.36,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19754,SR University,Warangal,Telangana,40.69,91,65.51,13.28,47.9,62.23,12.59,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0078,Panjab University,Chandigarh,Chandigarh,40.58,92,40.82,45.4,44.4,46.52,11.78,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0516,Indian Institute of Information Technology Allahabad,Prayagraj (Allahabad),Uttar Pradesh,40.53,93,42.53,18.48,73.99,51.68,22.57,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0522,Jaypee Institute of Information Technology,Noida,Uttar Pradesh,40.5,94,51.63,25.12,59.96,48.68,6.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16626,Rajalakshmi Engineering College,Chennai,Tamil Nadu,40.47,95,65.03,9.2,59.85,59.19,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0163,The Northcap University,Gurugram,Haryana,40.33,96,64.69,14.58,54.88,51.64,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,40.24,97,61.65,14.04,55.39,51.19,13.39,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-30045,"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,40.19,98,63.65,5.33,59.35,63.98,12.19,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0043,"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,40.16,99,61.64,21.12,46.96,56.3,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0733,PES University,Bengaluru,Karnataka,40.14,100,56.27,14.94,63.79,51.02,9.24,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0201,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir,40.08,101,61.82,24.29,48.14,44.01,2.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0011,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,39.92,102,51.11,21.08,63.88,49.81,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0445,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,39.92,102,62.27,21.2,49,46.66,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-36969,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,39.83,104,63.02,11.43,49.68,49.28,26.21,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0169,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana,39.66,105,59.69,9.37,60.8,57.32,10.53,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0147,Pandit Deendayal Energy University,Gandhinagar,Gujarat,39.64,106,56.46,26.12,54.25,35.49,4.63,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
