Institute ID,Name,City,State,Score,Rank,TLR,RPC,GO,OI,PR,SS,FSR,FQE,FRU,PU,QP,IPR,FPPP,GPH,GUE,GMS,GPHD,RD,WD,ESCS,PCS
IR-E-U-0460,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,39.43,107,50.77,30.7,43.86,51.16,10.95,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-36926,Kumaraguru College of Technology,Coimbatore,Tamil Nadu,39.32,108,59.36,15.32,54.13,45.08,15.69,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0613,National Institute of Technology Manipur,Imphal,Manipur,39.32,108,63.58,16.86,43.79,59.74,4.63,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-43708,"College of Engineering, Trivandrum",Thiruvananthapuram,Kerala,39.24,110,60.64,12.79,54.11,52.55,11.37,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0367,Veer Surendra Sai University of Technology,Burla,Odisha,39.14,111,54.79,27.21,47.7,46.43,3.65,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0795,Indian Institute of Information Technology Guwahati,Guwahati,Assam,39.09,112,50.78,11.48,56.46,59,32.15,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana,39.04,113,59.74,14.47,53.54,50.56,10.11,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0155,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,38.87,114,62.71,15.6,46.03,57.56,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0223,"Jain University, Bangalore",Bengluru,Karnataka,38.55,115,53.63,22.75,47.37,58.6,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0938,Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,38.51,116,65.58,9.67,54.35,48.12,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-27616,University College of Engineering,Hyderabad,Telangana,38.49,117,60.14,9.48,55.98,61.92,2.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-37065,Kongu Engineering College,Perundurai,Tamil Nadu,38.31,118,58.83,14.45,51.81,43.29,16.43,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-33641,"Veermata Jijabai Technological Institute (VJTI, Mumbai)",Mumbai,Maharashtra,38.29,119,50.22,13.68,63.97,54.46,8.8,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,38.26,120,62.73,9.86,52.88,49.82,9.24,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1371,New Horizon College of Engineering,Bengaluru,Karnataka,38.18,121,56.94,6.53,64.91,56.49,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-37064,Sri Krishna College of Technology,Coimbatore,Tamil Nadu,38.14,122,54.89,12.92,61.72,46.61,7.91,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0056,Tezpur University,Tezpur,Assam,38.12,123,50.32,30.7,44.63,40.88,7.91,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-50605,PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,38.04,124,61.19,6.18,54.07,49.89,20.29,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0146,Nirma University,Ahmedabad,Gujarat,38.01,125,53.06,18.6,57.81,45.37,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0190,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,38.01,125,49.12,27.77,45.77,52.78,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-S-8898,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,37.96,127,58.14,8.73,57.14,63.08,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0189,"National Institute of Technology, Hamirpur",Hamirpur,Himachal Pradesh,37.91,128,47.42,23.84,57.26,45.22,5.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-27058,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,37.79,129,51.13,18.85,51.25,50.23,15.32,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0015,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,37.79,129,57.01,19.32,47.56,50.19,3.65,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-35417,Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,37.75,131,57.32,3.15,61.88,67.14,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0616,National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,37.75,131,61.05,18.92,44.2,45.53,3.65,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0388,"Amity University, Jaipur",Jaipur,Rajasthan,37.65,133,51.65,16.15,58.35,54.38,2.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0130,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat,37.64,134,48.6,10.64,71.81,48.99,6.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,37.58,135,56.79,12.46,55.01,56.41,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,37.49,136,52.4,10.61,52.52,71.66,9.24,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1345,"P E S College of Engineering, Mandya",Mandya,Karnataka,37.4,137,60.32,1.47,65.45,57.73,0,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0186,Jaypee University of Information Technology,Solan,Himachal Pradesh,37.39,138,44.77,25.87,57.18,44.52,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-10342,Chandigarh Engineering College,Sahibzada Ajit Singh Nagar,Punjab,37.37,139,64.49,6.87,43.96,71.25,0.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19747,Anurag University,Hyderabad,Telangana,37.33,140,61.17,4.04,53.57,60.93,9.68,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,Vijayawada,Andhra Pradesh,37.3,141,57.86,14.83,49.24,52.3,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-I-1015,Vishwakarma Institute of Technology,Pune,Maharashtra,37.28,142,58.11,7.27,59.81,50.6,6.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0175,"J. C. Bose University of Science and Technology, YMCA",Faridabad,Haryana,37.27,143,57.53,10.44,57.83,50.54,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0373,Chitkara University,Rajpura,Punjab,37.24,144,48.74,16.2,50.82,58.14,17.88,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-I-1093,Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh,37.2,145,56.66,3.19,58.51,52.16,23.2,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra,37.02,146,56.99,9.32,57.59,50.9,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,36.89,147,52.91,16.04,49,55.26,8.8,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,36.79,148,54.04,12.6,57.1,50.18,3.65,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0143,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat,36.78,149,54.72,14.21,53.7,47.61,6.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-43264,"National Institute of Advanced Manufacturing Technology, Ranchi",Ranchi,Jharkhand,36.77,150,67.53,4.93,49.21,49.31,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-6581,Pondicherry Engineering College,Puducherry,Pondicherry,36.77,150,46.38,15.51,59.49,54.2,8.8,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0454,Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,36.71,152,50.08,26.27,42.12,48.27,5.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0604,"Amity University, Gwalior",Gwalior,Madhya Pradesh,36.49,153,60.11,6.8,58.15,46.78,1.08,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16614,R.M.K. Engineering College,Thiruvallur,Tamil Nadu,36.46,154,57.45,7.99,56.48,52.18,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-1119,Mahindra University,Hyderabad,Telangana,36.46,154,57.63,4.89,63.89,49.22,0,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,36.44,156,45.55,30.02,35.89,64.76,1.08,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16547,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,36.41,157,58.22,13.81,45.94,51.02,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1412,JSS Science and Technology University,Mysuru,Karnataka,36.36,158,54.77,6.55,58.03,51.84,11.78,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0491,Vels Institute of Science Technology & Advanced Studies (VISTAS) -Chennai,Chennai,Tamil Nadu,36.35,159,51.96,23.56,47.23,41.85,0.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-36975,Government College of Technology,Coimbatore,Tamil Nadu,36.22,160,47.78,10.04,58.06,49.82,22.89,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-30153,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha,36.19,161,58.97,3.51,55.86,62.33,0.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19650,Vardhaman College of Engineering,Rangareddy,Telangana,36.15,162,51.89,9.32,54.59,48,20.62,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-18817,"G. H. Raisoni College of Engineering, Nagpur",Nagpur,Maharashtra,36.12,163,57.48,10.43,48.65,54.56,5.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0541,Sharda University,Greater Noida,Uttar Pradesh,36.1,164,57.75,17.36,37.43,55.58,5.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-26929,Sree Vidyanikethan Engineering College,Tirupati,Andhra Pradesh,36.08,165,53.62,9.36,50.86,50.83,19.27,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,35.84,166,57.49,3.07,56.9,51.94,10.95,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-33773,Bharatiya Vidya Bhavan`s Sardar Patel Institute of Technology,Mumbai,Maharashtra,35.62,167,46.53,13.1,63.92,46.41,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-I-1356,Rabindranath Tagore University,Raisen,Madhya Pradesh,35.62,167,61.9,2.01,51.24,61.99,0,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-27089,National Engineering College,Kovilpatti,Tamil Nadu,35.58,169,55.52,12.09,51.33,47.7,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19607,CVR College of Engineering,Ibrahimpatan,Telangana,35.51,170,61.18,4.72,50.85,53.99,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0615,National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,35.49,171,55.97,15.27,40.9,54.84,4.63,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-42054,Army Institute of Technology,Pune,Maharashtra,35.38,172,51.14,2.36,64.88,57.86,5.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0614,National Institute of Technology Sikkim,South Sikkim,Sikkim,35.33,173,64.25,10.26,40.27,47.61,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-37028,Sona College of Technology,Salem,Tamil Nadu,35.29,174,57,8,52.71,48.44,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1400,NMAM Institute of Technology,"Nitte, Udupi",Karnataka,35.27,175,55.31,11.41,50.35,48.78,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16576,Chennai Institute of Technology,Chennai,Tamil Nadu,35.27,175,55.23,9.2,47.13,56.71,8.36,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0685,Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,35.23,177,39.4,11.03,67.25,50.13,16.43,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0384,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab,35.2,178,57.44,18.52,30.12,60.83,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0774,DIT University,Dehradun,Uttarakhand,35.14,179,50.99,9.6,54.93,56.61,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1406,C M R Institute of Technology,Bengaluru,Karnataka,35.11,180,57.33,8.29,49.8,52,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16560,Easwari Engineering College,Chennai,Tamil Nadu,35.07,181,52.8,7.21,57.95,51.24,3.65,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0535,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,34.99,182,58.81,7.04,54.21,43.96,0,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1352,Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,34.97,183,56.55,7.7,50.82,53.8,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0455,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Chennai,Tamil Nadu,34.93,184,36.37,13.15,62.59,51.36,24.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra,34.88,185,52.41,8.76,57.06,50.73,0.54,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0513,G. L. A. University,Mathura,Uttar Pradesh,34.74,186,55.51,19.67,37.6,45.63,1.08,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-46111,KIET Group of Institutions,Ghaziabad,Uttar Pradesh,34.73,187,53.34,9.39,55.11,46.29,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-17958,GMR Institute of Technology,Rajam,Andhra Pradesh,34.71,188,57.15,15.27,42.91,41.85,2.12,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0217,Christ University,Bengaluru,Karnataka,34.64,189,45.89,19.21,41.38,52.22,16.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0765,Institute of Infrastructure Technology Research and Management (IITRAM),Ahmedabad,Gujarat,34.41,190,54.88,20.07,40.44,37.21,1.08,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0168,Maharishi Markandeshwar,Ambala,Haryana,34.37,191,59.42,14.51,34.92,49.5,2.64,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-N-13,Galgotias College of Engineering & Technology,Greater Noida,Uttar Pradesh,34.29,192,54.75,6.98,51.54,48.41,6.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-42227,Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,34.1,193,53.48,1.5,59.7,51.98,4.63,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,33.96,194,41.6,22.6,44.71,42.73,14.94,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-46239,G. L. Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh,33.95,195,54.49,10.21,47.98,47.79,1.6,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-U-0854,KLE Technological University,Dharwad,Karnataka,33.9,196,51.27,10.37,50.84,48.3,4.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-33777,Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering,Mumbai Suburban,Maharashtra,33.88,197,53.37,6.11,58.32,42.72,1.08,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-16504,Sri Venkateswara College of Engineering and Technology,Chittoor,Andhra Pradesh,33.77,198,51.15,1.54,59.07,58.37,3.14,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-1336,BMS Institute of Technology & Management,Bengaluru,Karnataka,33.76,199,46.4,4.77,56.46,54.39,16.8,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
IR-E-C-19582,Vidya Jyothi Institute of Technology,Hyderabad,Telangana,33.7,200,57.93,2.81,46.59,55.46,6.07,18.924,28.386,18.924,28.386,34.181,39.064,14.649,9.766,32.168,12.063,20.105,16.084,18.855,18.855,12.57,12.57
